in s,C1 in V
-5.9518672E-02,-1.49414E-03
-5.9517744E-02,-1.10352E-03
-5.9516816E-02,-1.78711E-03
-5.9515888E-02,-1.78711E-03
-5.9514960E-02,-1.68945E-03
-5.9514032E-02,-1.68945E-03
-5.9513104E-02,-1.59180E-03
-5.9512176E-02,-1.78711E-03
-5.9511248E-02,-1.39648E-03
-5.9510320E-02,-1.39648E-03
-5.9509392E-02,-1.68945E-03
-5.9508464E-02,-1.78711E-03
-5.9507536E-02,-1.59180E-03
-5.9506608E-02,-1.68945E-03
-5.9505680E-02,-1.39648E-03
-5.9504752E-02,-1.98242E-03
-5.9503824E-02,-1.39648E-03
-5.9502896E-02,-1.49414E-03
-5.9501968E-02,-1.68945E-03
-5.9501040E-02,-1.98242E-03
-5.9500112E-02,-1.88477E-03
-5.9499184E-02,-1.68945E-03
-5.9498256E-02,-1.78711E-03
-5.9497328E-02,-1.39648E-03
-5.9496400E-02,-1.88477E-03
-5.9495472E-02,-1.59180E-03
-5.9494544E-02,-1.78711E-03
-5.9493616E-02,-1.78711E-03
-5.9492688E-02,-1.59180E-03
-5.9491760E-02,-1.59180E-03
-5.9490832E-02,-1.78711E-03
-5.9489904E-02,-1.59180E-03
-5.9488976E-02,-1.78711E-03
-5.9488048E-02,-1.39648E-03
-5.9487120E-02,-1.39648E-03
-5.9486192E-02,-1.20117E-03
-5.9485264E-02,-1.68945E-03
-5.9484336E-02,-1.39648E-03
-5.9483408E-02,-1.39648E-03
-5.9482480E-02,-1.49414E-03
-5.9481552E-02,-1.59180E-03
-5.9480624E-02,-1.00586E-03
-5.9479696E-02,-1.29883E-03
-5.9478768E-02,-1.49414E-03
-5.9477840E-02,-1.68945E-03
-5.9476912E-02,-1.39648E-03
-5.9475984E-02,-1.49414E-03
-5.9475056E-02,-1.59180E-03
-5.9474128E-02,-1.59180E-03
-5.9473200E-02,-1.49414E-03
-5.9472272E-02,-1.59180E-03
-5.9471344E-02,-1.68945E-03
-5.9470416E-02,-1.49414E-03
-5.9469488E-02,-1.78711E-03
-5.9468560E-02,-1.98242E-03
-5.9467632E-02,-1.29883E-03
-5.9466704E-02,-1.98242E-03
-5.9465776E-02,-1.39648E-03
-5.9464848E-02,-1.39648E-03
-5.9463920E-02,-1.68945E-03
-5.9462992E-02,-1.78711E-03
-5.9462064E-02,-1.20117E-03
-5.9461136E-02,-1.49414E-03
-5.9460208E-02,-1.49414E-03
-5.9459280E-02,-1.29883E-03
-5.9458352E-02,-1.39648E-03
-5.9457424E-02,-1.59180E-03
-5.9456496E-02,-1.98242E-03
-5.9455568E-02,-1.78711E-03
-5.9454640E-02,-2.08008E-03
-5.9453712E-02,-1.68945E-03
-5.9452784E-02,-1.88477E-03
-5.9451856E-02,-1.68945E-03
-5.9450928E-02,-1.68945E-03
-5.9450000E-02,-1.59180E-03
-5.9449072E-02,-1.49414E-03
-5.9448144E-02,-1.88477E-03
-5.9447216E-02,-1.49414E-03
-5.9446288E-02,-1.59180E-03
-5.9445360E-02,-1.78711E-03
-5.9444432E-02,-1.49414E-03
-5.9443504E-02,-1.49414E-03
-5.9442576E-02,-1.39648E-03
-5.9441648E-02,-1.29883E-03
-5.9440720E-02,-1.49414E-03
-5.9439792E-02,-1.10352E-03
-5.9438864E-02,-1.78711E-03
-5.9437936E-02,-1.88477E-03
-5.9437008E-02,-1.68945E-03
-5.9436080E-02,-1.59180E-03
-5.9435152E-02,-1.59180E-03
-5.9434224E-02,-1.98242E-03
-5.9433296E-02,-1.49414E-03
-5.9432368E-02,-1.68945E-03
-5.9431440E-02,-1.78711E-03
-5.9430512E-02,-1.49414E-03
-5.9429584E-02,-1.78711E-03
-5.9428656E-02,-1.68945E-03
-5.9427728E-02,-1.39648E-03
-5.9426800E-02,-1.98242E-03
-5.9425872E-02,-1.39648E-03
-5.9424944E-02,-2.08008E-03
-5.9424016E-02,-1.49414E-03
-5.9423088E-02,-1.78711E-03
-5.9422160E-02,-1.78711E-03
-5.9421232E-02,-1.49414E-03
-5.9420304E-02,-1.59180E-03
-5.9419376E-02,-1.39648E-03
-5.9418448E-02,-1.59180E-03
-5.9417520E-02,-1.39648E-03
-5.9416592E-02,-1.68945E-03
-5.9415664E-02,-1.49414E-03
-5.9414736E-02,-1.59180E-03
-5.9413808E-02,-1.39648E-03
-5.9412880E-02,-1.88477E-03
-5.9411952E-02,-1.59180E-03
-5.9411024E-02,-1.68945E-03
-5.9410096E-02,-1.59180E-03
-5.9409168E-02,-1.88477E-03
-5.9408240E-02,-1.68945E-03
-5.9407312E-02,-1.68945E-03
-5.9406384E-02,-1.78711E-03
-5.9405456E-02,-1.49414E-03
-5.9404528E-02,-1.98242E-03
-5.9403600E-02,-1.88477E-03
-5.9402672E-02,-1.59180E-03
-5.9401744E-02,-1.68945E-03
-5.9400816E-02,-1.78711E-03
-5.9399888E-02,-1.49414E-03
-5.9398960E-02,-1.78711E-03
-5.9398032E-02,-1.78711E-03
-5.9397104E-02,-1.29883E-03
-5.9396176E-02,-1.49414E-03
-5.9395248E-02,-1.68945E-03
-5.9394320E-02,-1.49414E-03
-5.9393392E-02,-1.78711E-03
-5.9392464E-02,-1.68945E-03
-5.9391536E-02,-1.49414E-03
-5.9390608E-02,-2.08008E-03
-5.9389680E-02,-1.88477E-03
-5.9388752E-02,-1.59180E-03
-5.9387824E-02,-1.68945E-03
-5.9386896E-02,-1.88477E-03
-5.9385968E-02,-1.68945E-03
-5.9385040E-02,-1.39648E-03
-5.9384112E-02,-1.39648E-03
-5.9383184E-02,-1.59180E-03
-5.9382256E-02,-1.78711E-03
-5.9381328E-02,-1.78711E-03
-5.9380400E-02,-1.98242E-03
-5.9379472E-02,-1.39648E-03
-5.9378544E-02,-1.49414E-03
-5.9377616E-02,-1.49414E-03
-5.9376688E-02,-1.98242E-03
-5.9375760E-02,-1.49414E-03
-5.9374832E-02,-1.68945E-03
-5.9373904E-02,-1.98242E-03
-5.9372976E-02,-1.59180E-03
-5.9372048E-02,-1.78711E-03
-5.9371120E-02,-1.68945E-03
-5.9370192E-02,-1.98242E-03
-5.9369264E-02,-1.68945E-03
-5.9368336E-02,-2.08008E-03
-5.9367408E-02,-1.49414E-03
-5.9366480E-02,-1.68945E-03
-5.9365552E-02,-1.88477E-03
-5.9364624E-02,-1.78711E-03
-5.9363696E-02,-1.00586E-03
-5.9362768E-02,-1.49414E-03
-5.9361840E-02,-1.39648E-03
-5.9360912E-02,-1.78711E-03
-5.9359984E-02,-2.08008E-03
-5.9359056E-02,-1.78711E-03
-5.9358128E-02,-1.39648E-03
-5.9357200E-02,-1.68945E-03
-5.9356272E-02,-1.39648E-03
-5.9355344E-02,-1.39648E-03
-5.9354416E-02,-1.78711E-03
-5.9353488E-02,-1.49414E-03
-5.9352560E-02,-1.20117E-03
-5.9351632E-02,-8.10547E-04
-5.9350704E-02,-1.78711E-03
-5.9349776E-02,-1.59180E-03
-5.9348848E-02,-1.88477E-03
-5.9347920E-02,-1.98242E-03
-5.9346992E-02,-1.20117E-03
-5.9346064E-02,-1.49414E-03
-5.9345136E-02,-1.59180E-03
-5.9344208E-02,-1.59180E-03
-5.9343280E-02,-2.17773E-03
-5.9342352E-02,-1.78711E-03
-5.9341424E-02,-1.78711E-03
-5.9340496E-02,-1.29883E-03
-5.9339568E-02,-1.78711E-03
-5.9338640E-02,-1.68945E-03
-5.9337712E-02,-1.78711E-03
-5.9336784E-02,-1.68945E-03
-5.9335856E-02,-1.49414E-03
-5.9334928E-02,-1.49414E-03
-5.9334000E-02,-1.78711E-03
-5.9333072E-02,-1.88477E-03
-5.9332144E-02,-1.49414E-03
-5.9331216E-02,-1.68945E-03
-5.9330288E-02,-1.78711E-03
-5.9329360E-02,-1.20117E-03
-5.9328432E-02,-1.39648E-03
-5.9327504E-02,-1.59180E-03
-5.9326576E-02,-1.39648E-03
-5.9325648E-02,-1.78711E-03
-5.9324720E-02,-1.68945E-03
-5.9323792E-02,-1.88477E-03
-5.9322864E-02,-1.88477E-03
-5.9321936E-02,-1.39648E-03
-5.9321008E-02,-1.39648E-03
-5.9320080E-02,-1.10352E-03
-5.9319152E-02,-1.39648E-03
-5.9318224E-02,-1.49414E-03
-5.9317296E-02,-1.88477E-03
-5.9316368E-02,-1.20117E-03
-5.9315440E-02,-1.20117E-03
-5.9314512E-02,-1.49414E-03
-5.9313584E-02,-1.98242E-03
-5.9312656E-02,-1.59180E-03
-5.9311728E-02,-1.98242E-03
-5.9310800E-02,-1.39648E-03
-5.9309872E-02,-1.59180E-03
-5.9308944E-02,-1.49414E-03
-5.9308016E-02,-1.98242E-03
-5.9307088E-02,-1.39648E-03
-5.9306160E-02,-1.00586E-03
-5.9305232E-02,-1.59180E-03
-5.9304304E-02,-1.39648E-03
-5.9303376E-02,-1.29883E-03
-5.9302448E-02,-1.29883E-03
-5.9301520E-02,-1.39648E-03
-5.9300592E-02,-1.39648E-03
-5.9299664E-02,-1.39648E-03
-5.9298736E-02,-1.29883E-03
-5.9297808E-02,-1.78711E-03
-5.9296880E-02,-1.88477E-03
-5.9295952E-02,-1.39648E-03
-5.9295024E-02,-1.59180E-03
-5.9294096E-02,-1.59180E-03
-5.9293168E-02,-1.39648E-03
-5.9292240E-02,-1.68945E-03
-5.9291312E-02,-1.39648E-03
-5.9290384E-02,-1.78711E-03
-5.9289456E-02,-1.49414E-03
-5.9288528E-02,-1.59180E-03
-5.9287600E-02,-1.78711E-03
-5.9286672E-02,-1.59180E-03
-5.9285744E-02,-1.88477E-03
-5.9284816E-02,-1.49414E-03
-5.9283888E-02,-1.98242E-03
-5.9282960E-02,-1.59180E-03
-5.9282032E-02,-1.59180E-03
-5.9281104E-02,-1.78711E-03
-5.9280176E-02,-1.88477E-03
-5.9279248E-02,-1.78711E-03
-5.9278320E-02,-1.49414E-03
-5.9277392E-02,-1.78711E-03
-5.9276464E-02,-1.68945E-03
-5.9275536E-02,-1.78711E-03
-5.9274608E-02,-1.39648E-03
-5.9273680E-02,-1.29883E-03
-5.9272752E-02,-1.68945E-03
-5.9271824E-02,-1.78711E-03
-5.9270896E-02,-1.59180E-03
-5.9269968E-02,-1.39648E-03
-5.9269040E-02,-1.49414E-03
-5.9268112E-02,-1.59180E-03
-5.9267184E-02,-1.59180E-03
-5.9266256E-02,-1.78711E-03
-5.9265328E-02,-2.27539E-03
-5.9264400E-02,-1.78711E-03
-5.9263472E-02,-1.29883E-03
-5.9262544E-02,-1.59180E-03
-5.9261616E-02,-1.39648E-03
-5.9260688E-02,-2.08008E-03
-5.9259760E-02,-1.39648E-03
-5.9258832E-02,-1.68945E-03
-5.9257904E-02,-1.98242E-03
-5.9256976E-02,-1.68945E-03
-5.9256048E-02,-1.68945E-03
-5.9255120E-02,-1.59180E-03
-5.9254192E-02,-2.08008E-03
-5.9253264E-02,-1.49414E-03
-5.9252336E-02,-1.98242E-03
-5.9251408E-02,-1.39648E-03
-5.9250480E-02,-1.49414E-03
-5.9249552E-02,-1.39648E-03
-5.9248624E-02,-1.68945E-03
-5.9247696E-02,-1.98242E-03
-5.9246768E-02,-1.88477E-03
-5.9245840E-02,-1.68945E-03
-5.9244912E-02,-1.68945E-03
-5.9243984E-02,-1.68945E-03
-5.9243056E-02,-1.78711E-03
-5.9242128E-02,-1.59180E-03
-5.9241200E-02,-1.49414E-03
-5.9240272E-02,-1.59180E-03
-5.9239344E-02,-1.29883E-03
-5.9238416E-02,-1.78711E-03
-5.9237488E-02,-1.68945E-03
-5.9236560E-02,-1.49414E-03
-5.9235632E-02,-1.20117E-03
-5.9234704E-02,-1.39648E-03
-5.9233776E-02,-1.68945E-03
-5.9232848E-02,-1.88477E-03
-5.9231920E-02,-1.49414E-03
-5.9230992E-02,-1.29883E-03
-5.9230064E-02,-1.59180E-03
-5.9229136E-02,-1.49414E-03
-5.9228208E-02,-1.59180E-03
-5.9227280E-02,-1.88477E-03
-5.9226352E-02,-1.39648E-03
-5.9225424E-02,-1.49414E-03
-5.9224496E-02,-1.59180E-03
-5.9223568E-02,-1.59180E-03
-5.9222640E-02,-1.39648E-03
-5.9221712E-02,-1.78711E-03
-5.9220784E-02,-1.10352E-03
-5.9219856E-02,-1.49414E-03
-5.9218928E-02,-1.20117E-03
-5.9218000E-02,-1.39648E-03
-5.9217072E-02,-1.78711E-03
-5.9216144E-02,-1.29883E-03
-5.9215216E-02,-1.68945E-03
-5.9214288E-02,-1.78711E-03
-5.9213360E-02,-1.59180E-03
-5.9212432E-02,-1.29883E-03
-5.9211504E-02,-1.78711E-03
-5.9210576E-02,-2.08008E-03
-5.9209648E-02,-1.98242E-03
-5.9208720E-02,-1.49414E-03
-5.9207792E-02,-1.49414E-03
-5.9206864E-02,-1.39648E-03
-5.9205936E-02,-1.59180E-03
-5.9205008E-02,-1.88477E-03
-5.9204080E-02,-1.39648E-03
-5.9203152E-02,-1.49414E-03
-5.9202224E-02,-1.59180E-03
-5.9201296E-02,-1.98242E-03
-5.9200368E-02,-1.68945E-03
-5.9199440E-02,-1.39648E-03
-5.9198512E-02,-1.39648E-03
-5.9197584E-02,-1.39648E-03
-5.9196656E-02,-1.78711E-03
-5.9195728E-02,-1.39648E-03
-5.9194800E-02,-1.39648E-03
-5.9193872E-02,-1.78711E-03
-5.9192944E-02,-1.59180E-03
-5.9192016E-02,-1.78711E-03
-5.9191088E-02,-1.39648E-03
-5.9190160E-02,-1.88477E-03
-5.9189232E-02,-1.78711E-03
-5.9188304E-02,-1.68945E-03
-5.9187376E-02,-1.78711E-03
-5.9186448E-02,-1.59180E-03
-5.9185520E-02,-1.59180E-03
-5.9184592E-02,-1.39648E-03
-5.9183664E-02,-1.68945E-03
-5.9182736E-02,-1.49414E-03
-5.9181808E-02,-1.98242E-03
-5.9180880E-02,-1.29883E-03
-5.9179952E-02,-1.39648E-03
-5.9179024E-02,-1.29883E-03
-5.9178096E-02,-1.88477E-03
-5.9177168E-02,-1.78711E-03
-5.9176240E-02,-1.49414E-03
-5.9175312E-02,-1.78711E-03
-5.9174384E-02,-1.88477E-03
-5.9173456E-02,-1.10352E-03
-5.9172528E-02,-1.68945E-03
-5.9171600E-02,-1.59180E-03
-5.9170672E-02,-1.78711E-03
-5.9169744E-02,-1.78711E-03
-5.9168816E-02,-1.49414E-03
-5.9167888E-02,-1.49414E-03
-5.9166960E-02,-1.68945E-03
-5.9166032E-02,-1.68945E-03
-5.9165104E-02,-1.20117E-03
-5.9164176E-02,-1.39648E-03
-5.9163248E-02,-1.39648E-03
-5.9162320E-02,-1.98242E-03
-5.9161392E-02,-1.78711E-03
-5.9160464E-02,-1.49414E-03
-5.9159536E-02,-1.68945E-03
-5.9158608E-02,-1.68945E-03
-5.9157680E-02,-1.49414E-03
-5.9156752E-02,-1.98242E-03
-5.9155824E-02,-1.39648E-03
-5.9154896E-02,-1.78711E-03
-5.9153968E-02,-1.29883E-03
-5.9153040E-02,-1.78711E-03
-5.9152112E-02,-1.49414E-03
-5.9151184E-02,-1.59180E-03
-5.9150256E-02,-1.49414E-03
-5.9149328E-02,-2.08008E-03
-5.9148400E-02,-1.29883E-03
-5.9147472E-02,-1.39648E-03
-5.9146544E-02,-1.88477E-03
-5.9145616E-02,-1.78711E-03
-5.9144688E-02,-1.59180E-03
-5.9143760E-02,-1.78711E-03
-5.9142832E-02,-2.08008E-03
-5.9141904E-02,-1.68945E-03
-5.9140976E-02,-1.68945E-03
-5.9140048E-02,-1.78711E-03
-5.9139120E-02,-1.49414E-03
-5.9138192E-02,-1.88477E-03
-5.9137264E-02,-1.39648E-03
-5.9136336E-02,-1.59180E-03
-5.9135408E-02,-1.59180E-03
-5.9134480E-02,-1.39648E-03
-5.9133552E-02,-1.98242E-03
-5.9132624E-02,-1.78711E-03
-5.9131696E-02,-1.68945E-03
-5.9130768E-02,-1.39648E-03
-5.9129840E-02,-1.68945E-03
-5.9128912E-02,-1.39648E-03
-5.9127984E-02,-2.08008E-03
-5.9127056E-02,-1.59180E-03
-5.9126128E-02,-1.78711E-03
-5.9125200E-02,-1.78711E-03
-5.9124272E-02,-1.59180E-03
-5.9123344E-02,-1.98242E-03
-5.9122416E-02,-1.78711E-03
-5.9121488E-02,-1.78711E-03
-5.9120560E-02,-1.78711E-03
-5.9119632E-02,-1.78711E-03
-5.9118704E-02,-1.49414E-03
-5.9117776E-02,-1.78711E-03
-5.9116848E-02,-1.39648E-03
-5.9115920E-02,-1.68945E-03
-5.9114992E-02,-1.39648E-03
-5.9114064E-02,-1.49414E-03
-5.9113136E-02,-1.68945E-03
-5.9112208E-02,-1.59180E-03
-5.9111280E-02,-1.49414E-03
-5.9110352E-02,-1.78711E-03
-5.9109424E-02,-1.49414E-03
-5.9108496E-02,-1.78711E-03
-5.9107568E-02,-1.98242E-03
-5.9106640E-02,-1.39648E-03
-5.9105712E-02,-1.98242E-03
-5.9104784E-02,-1.68945E-03
-5.9103856E-02,-1.39648E-03
-5.9102928E-02,-1.88477E-03
-5.9102000E-02,-1.20117E-03
-5.9101072E-02,-1.59180E-03
-5.9100144E-02,-1.68945E-03
-5.9099216E-02,-1.68945E-03
-5.9098288E-02,-1.49414E-03
-5.9097360E-02,-1.49414E-03
-5.9096432E-02,-1.68945E-03
-5.9095504E-02,-1.68945E-03
-5.9094576E-02,-1.78711E-03
-5.9093648E-02,-2.08008E-03
-5.9092720E-02,-1.68945E-03
-5.9091792E-02,-1.98242E-03
-5.9090864E-02,-1.59180E-03
-5.9089936E-02,-9.08203E-04
-5.9089008E-02,-1.20117E-03
-5.9088080E-02,-1.68945E-03
-5.9087152E-02,-1.88477E-03
-5.9086224E-02,-1.68945E-03
-5.9085296E-02,-1.88477E-03
-5.9084368E-02,-1.39648E-03
-5.9083440E-02,-1.68945E-03
-5.9082512E-02,-1.68945E-03
-5.9081584E-02,-1.78711E-03
-5.9080656E-02,-1.49414E-03
-5.9079728E-02,-1.00586E-03
-5.9078800E-02,-1.78711E-03
-5.9077872E-02,-1.88477E-03
-5.9076944E-02,-1.39648E-03
-5.9076016E-02,-1.49414E-03
-5.9075088E-02,-1.49414E-03
-5.9074160E-02,-1.68945E-03
-5.9073232E-02,-1.59180E-03
-5.9072304E-02,-1.98242E-03
-5.9071376E-02,-1.39648E-03
-5.9070448E-02,-1.78711E-03
-5.9069520E-02,-1.59180E-03
-5.9068592E-02,-1.68945E-03
-5.9067664E-02,-1.88477E-03
-5.9066736E-02,-1.88477E-03
-5.9065808E-02,-1.49414E-03
-5.9064880E-02,-1.49414E-03
-5.9063952E-02,-1.39648E-03
-5.9063024E-02,-1.29883E-03
-5.9062096E-02,-1.29883E-03
-5.9061168E-02,-1.49414E-03
-5.9060240E-02,-1.78711E-03
-5.9059312E-02,-1.88477E-03
-5.9058384E-02,-1.59180E-03
-5.9057456E-02,-1.78711E-03
-5.9056528E-02,-1.98242E-03
-5.9055600E-02,-1.98242E-03
-5.9054672E-02,-1.88477E-03
-5.9053744E-02,-1.88477E-03
-5.9052816E-02,-1.49414E-03
-5.9051888E-02,-1.49414E-03
-5.9050960E-02,-1.59180E-03
-5.9050032E-02,-1.10352E-03
-5.9049104E-02,-1.98242E-03
-5.9048176E-02,-1.49414E-03
-5.9047248E-02,-1.29883E-03
-5.9046320E-02,-1.20117E-03
-5.9045392E-02,-1.49414E-03
-5.9044464E-02,-1.39648E-03
-5.9043536E-02,-1.68945E-03
-5.9042608E-02,-1.49414E-03
-5.9041680E-02,-1.49414E-03
-5.9040752E-02,-1.78711E-03
-5.9039824E-02,-1.59180E-03
-5.9038896E-02,-1.98242E-03
-5.9037968E-02,-1.78711E-03
-5.9037040E-02,-1.59180E-03
-5.9036112E-02,-1.68945E-03
-5.9035184E-02,-1.68945E-03
-5.9034256E-02,-1.10352E-03
-5.9033328E-02,-1.78711E-03
-5.9032400E-02,-1.49414E-03
-5.9031472E-02,-1.10352E-03
-5.9030544E-02,-1.78711E-03
-5.9029616E-02,-1.68945E-03
-5.9028688E-02,-2.17773E-03
-5.9027760E-02,-1.88477E-03
-5.9026832E-02,-1.29883E-03
-5.9025904E-02,-1.78711E-03
-5.9024976E-02,-1.49414E-03
-5.9024048E-02,-1.49414E-03
-5.9023120E-02,-1.98242E-03
-5.9022192E-02,-1.59180E-03
-5.9021264E-02,-1.78711E-03
-5.9020336E-02,-1.68945E-03
-5.9019408E-02,-1.78711E-03
-5.9018480E-02,-1.39648E-03
-5.9017552E-02,-1.20117E-03
-5.9016624E-02,-1.39648E-03
-5.9015696E-02,-1.39648E-03
-5.9014768E-02,-1.59180E-03
-5.9013840E-02,-1.29883E-03
-5.9012912E-02,-1.78711E-03
-5.9011984E-02,-1.29883E-03
-5.9011056E-02,-2.08008E-03
-5.9010128E-02,-1.78711E-03
-5.9009200E-02,-1.39648E-03
-5.9008272E-02,-1.88477E-03
-5.9007344E-02,-2.17773E-03
-5.9006416E-02,-1.78711E-03
-5.9005488E-02,-1.49414E-03
-5.9004560E-02,-1.39648E-03
-5.9003632E-02,-1.49414E-03
-5.9002704E-02,-1.98242E-03
-5.9001776E-02,-1.39648E-03
-5.9000848E-02,-1.68945E-03
-5.8999920E-02,-1.78711E-03
-5.8998992E-02,-1.88477E-03
-5.8998064E-02,-1.39648E-03
-5.8997136E-02,-1.39648E-03
-5.8996208E-02,-1.78711E-03
-5.8995280E-02,-1.98242E-03
-5.8994352E-02,-1.39648E-03
-5.8993424E-02,-1.98242E-03
-5.8992496E-02,-1.39648E-03
-5.8991568E-02,-1.29883E-03
-5.8990640E-02,-1.59180E-03
-5.8989712E-02,-2.08008E-03
-5.8988784E-02,-1.20117E-03
-5.8987856E-02,-1.68945E-03
-5.8986928E-02,-1.49414E-03
-5.8986000E-02,-1.49414E-03
-5.8985072E-02,-1.29883E-03
-5.8984144E-02,-1.68945E-03
-5.8983216E-02,-1.88477E-03
-5.8982288E-02,-1.88477E-03
-5.8981360E-02,-1.00586E-03
-5.8980432E-02,-1.59180E-03
-5.8979504E-02,-1.59180E-03
-5.8978576E-02,-1.59180E-03
-5.8977648E-02,-9.08203E-04
-5.8976720E-02,-1.78711E-03
-5.8975792E-02,-1.39648E-03
-5.8974864E-02,-1.39648E-03
-5.8973936E-02,-1.49414E-03
-5.8973008E-02,-1.20117E-03
-5.8972080E-02,-1.78711E-03
-5.8971152E-02,-1.68945E-03
-5.8970224E-02,-9.08203E-04
-5.8969296E-02,-1.59180E-03
-5.8968368E-02,-1.49414E-03
-5.8967440E-02,-1.88477E-03
-5.8966512E-02,-1.49414E-03
-5.8965584E-02,-1.39648E-03
-5.8964656E-02,-1.49414E-03
-5.8963728E-02,-1.59180E-03
-5.8962800E-02,-1.39648E-03
-5.8961872E-02,-1.59180E-03
-5.8960944E-02,-1.49414E-03
-5.8960016E-02,-1.59180E-03
-5.8959088E-02,-1.68945E-03
-5.8958160E-02,-1.59180E-03
-5.8957232E-02,-2.47070E-03
-5.8956304E-02,-1.98242E-03
-5.8955376E-02,-2.08008E-03
-5.8954448E-02,-1.59180E-03
-5.8953520E-02,-1.78711E-03
-5.8952592E-02,-1.98242E-03
-5.8951664E-02,-1.49414E-03
-5.8950736E-02,-1.49414E-03
-5.8949808E-02,-1.68945E-03
-5.8948880E-02,-1.39648E-03
-5.8947952E-02,-1.49414E-03
-5.8947024E-02,-1.68945E-03
-5.8946096E-02,-1.59180E-03
-5.8945168E-02,-1.39648E-03
-5.8944240E-02,-1.29883E-03
-5.8943312E-02,-1.49414E-03
-5.8942384E-02,-1.78711E-03
-5.8941456E-02,-1.78711E-03
-5.8940528E-02,-1.78711E-03
-5.8939600E-02,-1.39648E-03
-5.8938672E-02,-1.98242E-03
-5.8937744E-02,-1.49414E-03
-5.8936816E-02,-1.78711E-03
-5.8935888E-02,-1.78711E-03
-5.8934960E-02,-1.10352E-03
-5.8934032E-02,-1.98242E-03
-5.8933104E-02,-1.20117E-03
-5.8932176E-02,-1.98242E-03
-5.8931248E-02,-1.78711E-03
-5.8930320E-02,-1.78711E-03
-5.8929392E-02,-1.20117E-03
-5.8928464E-02,-1.39648E-03
-5.8927536E-02,-1.20117E-03
-5.8926608E-02,-1.49414E-03
-5.8925680E-02,-1.68945E-03
-5.8924752E-02,-1.39648E-03
-5.8923824E-02,-1.39648E-03
-5.8922896E-02,-1.78711E-03
-5.8921968E-02,-1.49414E-03
-5.8921040E-02,-1.59180E-03
-5.8920112E-02,-1.68945E-03
-5.8919184E-02,-1.29883E-03
-5.8918256E-02,-1.59180E-03
-5.8917328E-02,-1.78711E-03
-5.8916400E-02,-1.39648E-03
-5.8915472E-02,-1.78711E-03
-5.8914544E-02,-1.29883E-03
-5.8913616E-02,-1.20117E-03
-5.8912688E-02,-1.59180E-03
-5.8911760E-02,-1.78711E-03
-5.8910832E-02,-1.59180E-03
-5.8909904E-02,-1.68945E-03
-5.8908976E-02,-1.98242E-03
-5.8908048E-02,-1.39648E-03
-5.8907120E-02,-1.98242E-03
-5.8906192E-02,-1.49414E-03
-5.8905264E-02,-1.98242E-03
-5.8904336E-02,-1.68945E-03
-5.8903408E-02,-1.78711E-03
-5.8902480E-02,-1.59180E-03
-5.8901552E-02,-1.39648E-03
-5.8900624E-02,-1.88477E-03
-5.8899696E-02,-1.78711E-03
-5.8898768E-02,-1.49414E-03
-5.8897840E-02,-1.68945E-03
-5.8896912E-02,-1.59180E-03
-5.8895984E-02,-1.20117E-03
-5.8895056E-02,-1.98242E-03
-5.8894128E-02,-1.59180E-03
-5.8893200E-02,-1.49414E-03
-5.8892272E-02,-1.49414E-03
-5.8891344E-02,-1.59180E-03
-5.8890416E-02,-1.98242E-03
-5.8889488E-02,-1.68945E-03
-5.8888560E-02,-1.49414E-03
-5.8887632E-02,-1.49414E-03
-5.8886704E-02,-1.68945E-03
-5.8885776E-02,-1.20117E-03
-5.8884848E-02,-1.49414E-03
-5.8883920E-02,-1.39648E-03
-5.8882992E-02,-1.49414E-03
-5.8882064E-02,-1.49414E-03
-5.8881136E-02,-1.78711E-03
-5.8880208E-02,-1.29883E-03
-5.8879280E-02,-1.68945E-03
-5.8878352E-02,-1.39648E-03
-5.8877424E-02,-1.59180E-03
-5.8876496E-02,-1.39648E-03
-5.8875568E-02,-1.49414E-03
-5.8874640E-02,-1.68945E-03
-5.8873712E-02,-1.78711E-03
-5.8872784E-02,-1.88477E-03
-5.8871856E-02,-2.08008E-03
-5.8870928E-02,-1.68945E-03
-5.8870000E-02,-1.78711E-03
-5.8869072E-02,-1.88477E-03
-5.8868144E-02,-1.98242E-03
-5.8867216E-02,-1.20117E-03
-5.8866288E-02,-1.78711E-03
-5.8865360E-02,-1.88477E-03
-5.8864432E-02,-1.59180E-03
-5.8863504E-02,-1.68945E-03
-5.8862576E-02,-1.59180E-03
-5.8861648E-02,-1.39648E-03
-5.8860720E-02,-2.08008E-03
-5.8859792E-02,-2.17773E-03
-5.8858864E-02,-1.49414E-03
-5.8857936E-02,-1.39648E-03
-5.8857008E-02,-1.39648E-03
-5.8856080E-02,-1.59180E-03
-5.8855152E-02,-1.78711E-03
-5.8854224E-02,-1.78711E-03
-5.8853296E-02,-1.39648E-03
-5.8852368E-02,-1.98242E-03
-5.8851440E-02,-1.49414E-03
-5.8850512E-02,-1.49414E-03
-5.8849584E-02,-1.68945E-03
-5.8848656E-02,-1.49414E-03
-5.8847728E-02,-1.78711E-03
-5.8846800E-02,-1.29883E-03
-5.8845872E-02,-1.88477E-03
-5.8844944E-02,-1.68945E-03
-5.8844016E-02,-1.88477E-03
-5.8843088E-02,-1.59180E-03
-5.8842160E-02,-1.29883E-03
-5.8841232E-02,-1.78711E-03
-5.8840304E-02,-1.78711E-03
-5.8839376E-02,-1.78711E-03
-5.8838448E-02,-1.68945E-03
-5.8837520E-02,-1.78711E-03
-5.8836592E-02,-1.59180E-03
